Model,Dataset/Fold,Reduction,Accuracy,Time,F1
"KNN, 1, manhattan_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.0009970664978027344,0.8571428571428571
"KNN, 1, manhattan_distance, equal_weight, shepard, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.0009963512420654297,0.8571428571428571
"KNN, 1, clark_distance, equal_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.0009975433349609375,0.8571428571428571
"KNN, 1, clark_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.0009965896606445312,0.8571428571428571
"KNN, 1, clark_distance, equal_weight, shepard, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.0010035037994384766,0.8571428571428571
"KNN, 3, euclidean_distance, equal_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0010030269622802734,0.768944099378882
"KNN, 3, euclidean_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009970664978027344,0.768944099378882
"KNN, 3, euclidean_distance, equal_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009968280792236328,0.768944099378882
"KNN, 3, manhattan_distance, equal_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0019941329956054688,0.768944099378882
"KNN, 3, manhattan_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.000997304916381836,0.768944099378882
"KNN, 3, manhattan_distance, equal_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009963512420654297,0.768944099378882
"KNN, 3, clark_distance, equal_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0019936561584472656,0.768944099378882
"KNN, 3, clark_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009965896606445312,0.768944099378882
"KNN, 3, clark_distance, equal_weight, shepard, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.0009963512420654297,0.8571428571428571
"KNN, 5, euclidean_distance, equal_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0019915103912353516,0.768944099378882
"KNN, 5, euclidean_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009965896606445312,0.768944099378882
"KNN, 5, euclidean_distance, equal_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009965896606445312,0.768944099378882
"KNN, 5, manhattan_distance, equal_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009963512420654297,0.768944099378882
"KNN, 5, manhattan_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009965896606445312,0.768944099378882
"KNN, 5, manhattan_distance, equal_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009963512420654297,0.768944099378882
"KNN, 5, clark_distance, equal_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009968280792236328,0.768944099378882
"KNN, 5, clark_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009965896606445312,0.768944099378882
"KNN, 5, clark_distance, equal_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009963512420654297,0.768944099378882
"KNN, 7, euclidean_distance, equal_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009968280792236328,0.6547619047619049
"KNN, 7, euclidean_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009968280792236328,0.6547619047619049
"KNN, 7, euclidean_distance, equal_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009965896606445312,0.768944099378882
"KNN, 7, manhattan_distance, equal_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009965896606445312,0.6547619047619049
"KNN, 7, manhattan_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009963512420654297,0.768944099378882
"KNN, 7, manhattan_distance, equal_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009980201721191406,0.768944099378882
"KNN, 7, clark_distance, equal_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0019936561584472656,0.6547619047619049
"KNN, 7, clark_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009970664978027344,0.6547619047619049
"KNN, 7, clark_distance, equal_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0010030269622802734,0.768944099378882
"KNN, 1, euclidean_distance, information_gain_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.0009970664978027344,0.8571428571428571
"KNN, 1, euclidean_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.0009965896606445312,0.8571428571428571
"KNN, 1, euclidean_distance, information_gain_weight, shepard, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.0009961128234863281,0.8571428571428571
"KNN, 1, manhattan_distance, information_gain_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0019931793212890625,0.768944099378882
"KNN, 1, manhattan_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009963512420654297,0.768944099378882
"KNN, 1, manhattan_distance, information_gain_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009970664978027344,0.768944099378882
"KNN, 1, clark_distance, information_gain_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.001992940902709961,0.6547619047619049
"KNN, 1, clark_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009965896606445312,0.6547619047619049
"KNN, 1, clark_distance, information_gain_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009965896606445312,0.6547619047619049
"KNN, 3, euclidean_distance, information_gain_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.0009963512420654297,0.8571428571428571
"KNN, 3, euclidean_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.000997304916381836,0.8571428571428571
"KNN, 3, euclidean_distance, information_gain_weight, shepard, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.0009965896606445312,0.8571428571428571
"KNN, 3, manhattan_distance, information_gain_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.001993417739868164,0.6547619047619049
"KNN, 3, manhattan_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009970664978027344,0.6547619047619049
"KNN, 3, manhattan_distance, information_gain_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009961128234863281,0.6547619047619049
"KNN, 3, clark_distance, information_gain_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0019931793212890625,0.6547619047619049
"KNN, 3, clark_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009970664978027344,0.6547619047619049
"KNN, 3, clark_distance, information_gain_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009968280792236328,0.6547619047619049
"KNN, 5, euclidean_distance, information_gain_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.001993417739868164,0.8571428571428571
"KNN, 5, euclidean_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.0009968280792236328,0.8571428571428571
"KNN, 5, euclidean_distance, information_gain_weight, shepard, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.0015027523040771484,0.8571428571428571
"KNN, 5, manhattan_distance, information_gain_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.001992464065551758,0.768944099378882
"KNN, 5, manhattan_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009968280792236328,0.768944099378882
"KNN, 5, manhattan_distance, information_gain_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009963512420654297,0.768944099378882
"KNN, 5, clark_distance, information_gain_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009961128234863281,0.6914285714285714
"KNN, 5, clark_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009963512420654297,0.6914285714285714
"KNN, 5, clark_distance, information_gain_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009965896606445312,0.6547619047619049
"KNN, 7, euclidean_distance, information_gain_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.001992940902709961,0.7959183673469388
"KNN, 7, euclidean_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009961128234863281,0.7959183673469388
"KNN, 7, euclidean_distance, information_gain_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009963512420654297,0.7959183673469388
"KNN, 7, manhattan_distance, information_gain_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009965896606445312,0.768944099378882
"KNN, 7, manhattan_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009968280792236328,0.768944099378882
"KNN, 7, manhattan_distance, information_gain_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009961128234863281,0.768944099378882
"KNN, 7, clark_distance, information_gain_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.001993417739868164,0.6547619047619049
"KNN, 7, clark_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009965896606445312,0.6547619047619049
"KNN, 7, clark_distance, information_gain_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009965896606445312,0.6547619047619049
"KNN, 1, euclidean_distance, reliefF_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0019927024841308594,0.6914285714285714
"KNN, 1, euclidean_distance, reliefF_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009970664978027344,0.6914285714285714
"KNN, 1, euclidean_distance, reliefF_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009963512420654297,0.6914285714285714
"KNN, 1, manhattan_distance, reliefF_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.002020120620727539,0.6914285714285714
"KNN, 1, manhattan_distance, reliefF_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0010662078857421875,0.6914285714285714
"KNN, 1, manhattan_distance, reliefF_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009965896606445312,0.6914285714285714
"KNN, 1, clark_distance, reliefF_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.0010190010070800781,0.8571428571428571
"KNN, 1, clark_distance, reliefF_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.001993417739868164,0.8571428571428571
"KNN, 1, clark_distance, reliefF_weight, shepard, EENTH",Hepatitis/0,EENTH,0.8571428571428571,0.0009958744049072266,0.8571428571428571
"KNN, 3, euclidean_distance, reliefF_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.003061056137084961,0.6914285714285714
"KNN, 3, euclidean_distance, reliefF_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0010662078857421875,0.6914285714285714
"KNN, 3, euclidean_distance, reliefF_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009968280792236328,0.6914285714285714
"KNN, 3, manhattan_distance, reliefF_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.002989530563354492,0.6914285714285714
"KNN, 3, manhattan_distance, reliefF_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009958744049072266,0.6914285714285714
"KNN, 3, manhattan_distance, reliefF_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0010249614715576172,0.6914285714285714
"KNN, 3, clark_distance, reliefF_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.001993417739868164,0.768944099378882
"KNN, 3, clark_distance, reliefF_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009963512420654297,0.768944099378882
"KNN, 3, clark_distance, reliefF_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0010945796966552734,0.768944099378882
"KNN, 5, euclidean_distance, reliefF_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.002499818801879883,0.6914285714285714
"KNN, 5, euclidean_distance, reliefF_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009968280792236328,0.6914285714285714
"KNN, 5, euclidean_distance, reliefF_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009965896606445312,0.6914285714285714
"KNN, 5, manhattan_distance, reliefF_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.001992940902709961,0.6914285714285714
"KNN, 5, manhattan_distance, reliefF_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009965896606445312,0.6914285714285714
"KNN, 5, manhattan_distance, reliefF_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009961128234863281,0.6914285714285714
"KNN, 5, clark_distance, reliefF_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009965896606445312,0.6547619047619049
"KNN, 5, clark_distance, reliefF_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009963512420654297,0.6547619047619049
"KNN, 5, clark_distance, reliefF_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009982585906982422,0.6547619047619049
"KNN, 7, euclidean_distance, reliefF_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0019927024841308594,0.6914285714285714
"KNN, 7, euclidean_distance, reliefF_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.001992940902709961,0.6914285714285714
"KNN, 7, euclidean_distance, reliefF_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009961128234863281,0.6914285714285714
"KNN, 7, manhattan_distance, reliefF_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009968280792236328,0.6914285714285714
"KNN, 7, manhattan_distance, reliefF_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009963512420654297,0.6914285714285714
"KNN, 7, manhattan_distance, reliefF_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7857142857142857,0.0009970664978027344,0.6914285714285714
"KNN, 7, clark_distance, reliefF_weight, majority_class, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009961128234863281,0.6547619047619049
"KNN, 7, clark_distance, reliefF_weight, inverse_distance_weighted, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009968280792236328,0.6547619047619049
"KNN, 7, clark_distance, reliefF_weight, shepard, EENTH",Hepatitis/0,EENTH,0.7142857142857143,0.0009970664978027344,0.6547619047619049
"KNN, 1, euclidean_distance, equal_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.8,0.001993417739868164,0.8063492063492064
"KNN, 1, euclidean_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.8,0.0019931793212890625,0.8063492063492064
"KNN, 1, euclidean_distance, equal_weight, shepard, EENTH",Hepatitis/1,EENTH,0.8,0.002989053726196289,0.8063492063492064
"KNN, 1, manhattan_distance, equal_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.8,0.001001596450805664,0.8063492063492064
"KNN, 1, manhattan_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.8,0.0009975433349609375,0.8063492063492064
"KNN, 1, manhattan_distance, equal_weight, shepard, EENTH",Hepatitis/1,EENTH,0.8,0.0009963512420654297,0.8063492063492064
"KNN, 1, clark_distance, equal_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.8,0.0009968280792236328,0.8063492063492064
"KNN, 1, clark_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.8,0.0015032291412353516,0.8063492063492064
"KNN, 1, clark_distance, equal_weight, shepard, EENTH",Hepatitis/1,EENTH,0.8,0.001993417739868164,0.8063492063492064
"KNN, 3, euclidean_distance, equal_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0019936561584472656,0.9300207039337475
"KNN, 3, euclidean_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.000997304916381836,0.9300207039337475
"KNN, 3, euclidean_distance, equal_weight, shepard, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009963512420654297,0.9300207039337475
"KNN, 3, manhattan_distance, equal_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0019936561584472656,0.9300207039337475
"KNN, 3, manhattan_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009965896606445312,0.9300207039337475
"KNN, 3, manhattan_distance, equal_weight, shepard, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009965896606445312,0.8666666666666667
"KNN, 3, clark_distance, equal_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.001993417739868164,0.9300207039337475
"KNN, 3, clark_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.000997304916381836,0.9300207039337475
"KNN, 3, clark_distance, equal_weight, shepard, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009980201721191406,0.9300207039337475
"KNN, 5, euclidean_distance, equal_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.001992940902709961,0.9300207039337475
"KNN, 5, euclidean_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.000997304916381836,0.9300207039337475
"KNN, 5, euclidean_distance, equal_weight, shepard, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009968280792236328,0.9300207039337475
"KNN, 5, manhattan_distance, equal_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009961128234863281,0.9300207039337475
"KNN, 5, manhattan_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009961128234863281,0.9300207039337475
"KNN, 5, manhattan_distance, equal_weight, shepard, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009965896606445312,0.9300207039337475
"KNN, 5, clark_distance, equal_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009963512420654297,0.9300207039337475
"KNN, 5, clark_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009965896606445312,0.9300207039337475
"KNN, 5, clark_distance, equal_weight, shepard, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009970664978027344,0.9300207039337475
"KNN, 7, euclidean_distance, equal_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.001993417739868164,0.9300207039337475
"KNN, 7, euclidean_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.001992940902709961,0.9300207039337475
"KNN, 7, euclidean_distance, equal_weight, shepard, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.000997304916381836,0.9300207039337475
"KNN, 7, manhattan_distance, equal_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0019936561584472656,0.9300207039337475
"KNN, 7, manhattan_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009965896606445312,0.9300207039337475
"KNN, 7, manhattan_distance, equal_weight, shepard, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009970664978027344,0.9300207039337475
"KNN, 7, clark_distance, equal_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.001993894577026367,0.9300207039337475
"KNN, 7, clark_distance, equal_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0019927024841308594,0.9300207039337475
"KNN, 7, clark_distance, equal_weight, shepard, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0029904842376708984,0.9300207039337475
"KNN, 1, euclidean_distance, information_gain_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0019931793212890625,0.8666666666666667
"KNN, 1, euclidean_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009968280792236328,0.8666666666666667
"KNN, 1, euclidean_distance, information_gain_weight, shepard, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009965896606445312,0.8666666666666667
"KNN, 1, manhattan_distance, information_gain_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.001991748809814453,0.8666666666666667
"KNN, 1, manhattan_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009963512420654297,0.8666666666666667
"KNN, 1, manhattan_distance, information_gain_weight, shepard, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009968280792236328,0.8666666666666667
"KNN, 1, clark_distance, information_gain_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009963512420654297,0.9354497354497354
"KNN, 1, clark_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009961128234863281,0.9354497354497354
"KNN, 1, clark_distance, information_gain_weight, shepard, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009970664978027344,0.9354497354497354
"KNN, 3, euclidean_distance, information_gain_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009965896606445312,0.8666666666666667
"KNN, 3, euclidean_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009968280792236328,0.8666666666666667
"KNN, 3, euclidean_distance, information_gain_weight, shepard, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009965896606445312,0.8666666666666667
"KNN, 3, manhattan_distance, information_gain_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0015094280242919922,0.8666666666666667
"KNN, 3, manhattan_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009963512420654297,0.8666666666666667
"KNN, 3, manhattan_distance, information_gain_weight, shepard, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009963512420654297,0.8666666666666667
"KNN, 3, clark_distance, information_gain_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.8,0.0009965896606445312,0.7900621118012422
"KNN, 3, clark_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.8,0.0009965896606445312,0.7900621118012422
"KNN, 3, clark_distance, information_gain_weight, shepard, EENTH",Hepatitis/1,EENTH,0.8,0.0009958744049072266,0.7900621118012422
"KNN, 5, euclidean_distance, information_gain_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009970664978027344,0.8666666666666667
"KNN, 5, euclidean_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009965896606445312,0.8666666666666667
"KNN, 5, euclidean_distance, information_gain_weight, shepard, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009965896606445312,0.8666666666666667
"KNN, 5, manhattan_distance, information_gain_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009968280792236328,0.8666666666666667
"KNN, 5, manhattan_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.001992940902709961,0.8666666666666667
"KNN, 5, manhattan_distance, information_gain_weight, shepard, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0019931793212890625,0.8666666666666667
"KNN, 5, clark_distance, information_gain_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0019936561584472656,0.8499999999999999
"KNN, 5, clark_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009965896606445312,0.8499999999999999
"KNN, 5, clark_distance, information_gain_weight, shepard, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0019941329956054688,0.8499999999999999
"KNN, 7, euclidean_distance, information_gain_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009968280792236328,0.8666666666666667
"KNN, 7, euclidean_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0010020732879638672,0.8666666666666667
"KNN, 7, euclidean_distance, information_gain_weight, shepard, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009965896606445312,0.8666666666666667
"KNN, 7, manhattan_distance, information_gain_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009963512420654297,0.8666666666666667
"KNN, 7, manhattan_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009965896606445312,0.8666666666666667
"KNN, 7, manhattan_distance, information_gain_weight, shepard, EENTH",Hepatitis/1,EENTH,0.8666666666666667,0.0009963512420654297,0.8666666666666667
"KNN, 7, clark_distance, information_gain_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.8,0.0010030269622802734,0.752
"KNN, 7, clark_distance, information_gain_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.8,0.0009963512420654297,0.752
"KNN, 7, clark_distance, information_gain_weight, shepard, EENTH",Hepatitis/1,EENTH,0.8,0.0009965896606445312,0.752
"KNN, 1, euclidean_distance, reliefF_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.7333333333333333,0.0019931793212890625,0.6205128205128205
"KNN, 1, euclidean_distance, reliefF_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.7333333333333333,0.0009968280792236328,0.6205128205128205
"KNN, 1, euclidean_distance, reliefF_weight, shepard, EENTH",Hepatitis/1,EENTH,0.7333333333333333,0.0009970664978027344,0.6205128205128205
"KNN, 1, manhattan_distance, reliefF_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.7333333333333333,0.0009968280792236328,0.6205128205128205
"KNN, 1, manhattan_distance, reliefF_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.7333333333333333,0.0019936561584472656,0.6205128205128205
"KNN, 1, manhattan_distance, reliefF_weight, shepard, EENTH",Hepatitis/1,EENTH,0.7333333333333333,0.0009963512420654297,0.6205128205128205
"KNN, 1, clark_distance, reliefF_weight, majority_class, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0019927024841308594,0.9300207039337475
"KNN, 1, clark_distance, reliefF_weight, inverse_distance_weighted, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009970664978027344,0.9300207039337475
"KNN, 1, clark_distance, reliefF_weight, shepard, EENTH",Hepatitis/1,EENTH,0.9333333333333333,0.0009965896606445312,0.9300207039337475
